日期,收盤價,收盤價_調整後,日期,波段低點,波段高點,波段標記,波段低點區間,波段高點區間,波段低點,波段高點
2000/1/4,8756.55,10,36529,0,0,0,0,1,0,0
2000/1/5,8849.87,10.107,36530,0,0,0,0,1,0,0
2000/1/6,8922.03,10.189877,36531,0,0,0,0,1,0,0
2000/1/7,8845.47,10.102244,36532,0,0,0,0,1,0,0
2000/1/10,9102.6,10.39622,36535,0,0,0,0,1,0,0
2000/1/11,8927.03,10.195573,36536,0,0,0,0,1,0,0
2000/1/12,9144.65,10.444345,36537,0,0,0,0,1,0,0
2000/1/13,9107.19,10.401523,36538,0,0,0,0,1,0,0
2000/1/14,9023.24,10.305829,36539,0,0,0,0,1,0,0
2000/1/15,9191.37,10.497517,36540,0,0,0,0,1,0,0
2000/1/17,9315.43,10.639234,36542,0,0,0,0,1,0,0
2000/1/18,9250.19,10.564759,36543,0,0,0,0,1,0,0
2000/1/19,9151.44,10.451716,36544,0,0,0,0,1,0,0
2000/1/20,9136.95,10.434993,36545,0,0,0,0,1,0,0
2000/1/21,9255.94,10.570648,36546,0,0,0,0,1,0,0
2000/1/24,9387.07,10.720752,36549,0,0,0,0,1,0,0
2000/1/25,9372.37,10.737905,36550,0,0,0,0,1,0,0
2000/1/26,9581.96,10.978434,36551,0,0,0,0,1,0,0
2000/1/27,9628.98,11.032228,36552,0,0,0,0,1,0,0
2000/1/28,9696.91,11.110557,36553,0,0,0,0,1,0,0
2000/1/29,9636.38,11.041672,36554,0,0,0,0,1,0,0
2000/1/31,9744.89,11.166442,36556,0,0,0,0,1,0,0
2000/2/1,9856.39,11.29374,36557,0,0,0,0,1,0,0
2000/2/9,10008.9,11.468793,36565,0,0,0,0,1,0,0
2000/2/10,10057.7,11.52499,36566,0,0,0,0,1,0,0
2000/2/11,10128.7,11.606817,36567,0,0,0,0,1,0,0
2000/2/14,9971.45,11.426912,36570,0,0,0,0,1,0,0
2000/2/15,9957.74,11.410914,36571,0,0,0,0,1,0,0
2000/2/16,10064.5,11.533011,36572,0,0,0,0,1,0,0
2000/2/17,10202.2,11.691013,36573,0,1,0,0,1,0,10202.2
2000/2/18,10096.4,11.569427,36574,0,0,0,0,1,0,0
2000/2/19,10161,11.643471,36575,0,0,0,0,1,0,0
2000/2/21,9912.67,11.35937,36577,0,0,0,0,1,0,0
2000/2/22,9731.93,11.15263,36578,0,0,0,0,1,0,0
2000/2/23,9642.26,11.050025,36579,0,0,0,0,1,0,0
2000/2/24,9599.17,11.0003,36580,0,0,0,0,1,0,0
2000/2/25,9432.49,10.808895,36581,0,0,0,0,1,0,0
2000/2/29,9435.94,10.813219,36585,0,0,0,0,1,0,0
2000/3/1,9689.1,11.103013,36586,0,0,0,0,1,0,0
2000/3/2,9543.82,10.936468,36587,0,0,0,0,1,0,0
2000/3/3,9588.03,10.986775,36588,0,0,0,0,1,0,0
2000/3/4,9517.97,10.906572,36589,0,0,0,0,1,0,0
2000/3/6,9367.91,10.734248,36591,0,0,0,0,1,0,0
2000/3/7,9380.07,10.748203,36592,0,0,0,0,1,0,0
2000/3/8,9389.49,10.758951,36593,0,0,0,0,1,0,0
2000/3/9,9587.27,10.985965,36594,0,0,0,0,1,0,0
2000/3/10,9429.6,10.805795,36595,0,0,0,0,1,0,0
2000/3/13,8811.95,10.098015,36598,0,0,0,0,1,0,0
2000/3/14,8835.58,10.12528,36599,0,0,0,0,1,0,0
2000/3/15,8640.03,9.901511,36600,0,0,0,0,1,0,0
2000/3/16,8682.76,9.950029,36601,0,0,0,0,1,0,0
2000/3/17,8763.27,10.042564,36602,0,0,0,0,1,0,0
2000/3/20,8536.05,9.782462,36605,0,0,0,0,1,0,0
2000/3/21,9004.48,10.319519,36606,0,0,0,0,1,0,0
2000/3/22,9069.39,10.393819,36607,0,0,0,0,1,0,0
2000/3/23,9533.87,10.925983,36608,0,0,0,0,1,0,0
2000/3/24,9482.64,10.866982,36609,0,0,0,0,1,0,0
2000/3/27,9807.57,11.23972,36612,0,0,0,0,1,0,0
2000/3/28,9856.6,11.295919,36613,0,0,0,0,1,0,0
2000/3/29,9805.69,11.23718,36614,0,0,0,0,1,0,0
2000/3/30,9931.94,11.382139,36615,0,0,0,0,1,0,0
2000/3/31,9854.95,11.293359,36616,0,0,0,0,1,0,0
2000/4/1,10050.4,11.516967,36617,0,0,0,0,1,0,0
2000/4/5,10186.2,11.672446,36621,0,0,0,0,1,0,0
2000/4/6,9969.28,11.423823,36622,0,0,0,0,1,0,0
2000/4/7,9921.03,11.368989,36623,0,0,0,0,1,0,0
2000/4/8,9934.57,11.384905,36624,0,0,0,0,1,0,0
2000/4/10,10127.5,11.605773,36626,0,0,0,0,1,0,0
2000/4/11,10068,11.537299,36627,0,0,0,0,1,0,0
2000/4/12,9911.39,11.357317,36628,0,0,0,0,1,0,0
2000/4/13,9662.6,11.072248,36629,0,0,0,0,1,0,0
2000/4/14,9374.61,10.742295,36630,0,0,0,0,1,0,0
2000/4/15,8866.8,10.160063,36631,0,0,0,0,1,0,0
2000/4/17,8993.68,10.305352,36633,0,0,0,0,1,0,0
2000/4/18,9307.03,10.663978,36634,0,0,0,0,1,0,0
2000/4/19,9104.4,10.431503,36635,0,0,0,0,1,0,0
2000/4/20,9109.05,10.436719,36636,0,0,0,0,1,0,0
2000/4/21,9120.48,10.450287,36637,0,0,0,0,1,0,0
2000/4/24,8808.09,10.091842,36640,0,0,0,0,1,0,0
2000/4/25,8921.12,10.221017,36641,0,0,0,0,1,0,0
2000/4/26,8535.96,9.779469,36642,0,0,0,0,1,0,0
2000/4/27,8541.95,9.786315,36643,0,0,0,0,1,0,0
2000/4/28,8824.36,10.110242,36644,0,0,0,0,1,0,0
2000/4/29,8777.35,10.056658,36645,0,0,0,0,1,0,0
2000/5/2,8638.75,9.897762,36648,0,0,0,0,1,0,0
2000/5/3,8420,9.647349,36649,0,0,0,0,1,0,0
2000/5/4,8425.38,9.653137,36650,0,0,0,0,1,0,0
2000/5/5,8698.53,9.965899,36651,0,0,0,0,1,0,0
2000/5/6,8657.13,9.918063,36652,0,0,0,0,1,0,0
2000/5/8,8616.18,9.871448,36654,0,0,0,0,1,0,0
2000/5/9,8635.84,9.894152,36655,0,0,0,0,1,0,0
2000/5/10,8559.87,9.807084,36656,0,0,0,0,1,0,0
2000/5/11,8349.91,9.56681,36657,0,0,0,0,1,0,0
2000/5/12,8560.44,9.807894,36658,0,0,0,0,1,0,0
2000/5/15,8465.02,9.699026,36661,0,0,0,0,1,0,0
2000/5/16,8727.82,9.999696,36662,0,0,0,0,1,0,0
2000/5/17,9085.74,10.409683,36663,0,0,0,0,1,0,0
2000/5/18,9087.21,10.411765,36664,0,0,0,0,0,0,0
2000/5/19,9119.77,10.449248,36665,0,0,0,0,0,0,0
2000/5/20,8820.35,10.106512,36666,0,0,0,0,0,0,0
2000/5/22,8807.57,10.092363,36668,0,0,0,0,0,0,0
2000/5/23,8671.01,9.935932,36669,0,0,0,0,0,0,0
2000/5/24,8500.41,9.740194,36670,0,0,0,0,0,0,0
2000/5/25,8438.1,9.66909,36671,0,0,0,0,0,0,0
2000/5/26,8559.46,9.808325,36672,0,0,0,0,0,0,0
2000/5/29,8588.25,9.841674,36675,0,0,0,0,0,0,0
2000/5/30,8764.42,10.043428,36676,0,0,0,0,0,0,0
2000/5/31,8939.52,10.244296,36677,0,0,0,0,0,0,0
2000/6/1,8842.63,10.133658,36678,0,0,0,0,0,0,0
2000/6/2,8883.45,10.180273,36679,0,0,0,0,0,0,0
2000/6/3,8935.64,10.240337,36680,0,0,0,0,0,0,0
2000/6/5,8958.21,10.265937,36682,0,0,0,0,0,0,0
2000/6/7,9115.47,10.446618,36684,0,0,0,0,0,0,0
2000/6/8,9067.88,10.392295,36685,0,0,0,0,0,0,0
2000/6/9,9036.66,10.356962,36686,0,0,0,0,0,0,0
2000/6/12,8955.44,10.263749,36689,0,0,0,0,0,0,0
2000/6/13,8891.09,10.18985,36690,0,0,0,0,0,0,0
2000/6/14,8935.23,10.240799,36691,0,0,0,0,0,0,0
2000/6/15,8844.97,10.137367,36692,0,0,0,0,0,0,0
2000/6/16,8832.15,10.123175,36693,0,0,0,0,0,0,0
2000/6/17,8770.8,10.053325,36694,0,0,0,0,0,0,0
2000/6/19,8751.1,10.031208,36696,0,0,0,0,0,0,0
2000/6/20,8690.66,9.961992,36697,0,0,0,0,0,0,0
2000/6/21,8637.6,9.901224,36698,0,0,0,0,0,0,0
2000/6/22,8771.77,10.054693,36699,0,0,0,0,0,0,0
2000/6/23,8684.93,9.955152,36700,0,0,0,0,0,0,0
2000/6/26,8529.56,9.776954,36703,0,0,0,0,0,0,0
2000/6/27,8424.17,9.65572,36704,0,0,0,0,0,0,0
2000/6/28,8365.63,9.589096,36705,0,0,0,0,0,0,0
2000/6/29,8120.89,9.308135,36706,0,0,0,0,0,0,0
2000/6/30,8265.09,9.47382,36707,0,0,0,0,0,0,0
2000/7/3,8297.77,9.511715,36710,0,0,0,0,0,0,0
2000/7/4,8052.54,9.230169,36711,0,0,0,0,0,0,0
2000/7/5,8421.74,9.65291,36712,0,0,0,0,0,0,0
2000/7/6,8289.39,9.50136,36713,0,0,0,0,0,0,0
2000/7/7,8173.08,9.368341,36714,0,0,0,0,0,0,0
2000/7/10,8154.67,9.346793,36717,0,0,0,0,0,0,0
2000/7/11,8158.63,9.351467,36718,0,0,0,0,0,0,0
2000/7/12,8059.75,9.238314,36719,0,0,0,0,0,0,0
2000/7/13,8267.66,9.476662,36720,0,0,0,0,0,0,0
2000/7/14,8497.13,9.740114,36721,0,0,0,0,0,0,0
2000/7/15,8518.13,9.764464,36722,0,0,0,0,0,0,0
2000/7/17,8585.52,9.841603,36724,0,0,0,0,0,0,0
2000/7/18,8368.78,9.593595,36725,0,0,0,0,0,0,0
2000/7/19,8411.88,9.643482,36726,0,0,0,0,0,0,0
2000/7/20,8219.53,9.422646,36727,0,0,0,0,0,0,0
2000/7/21,8167.37,9.363283,36728,0,0,0,0,0,0,0
2000/7/24,8064.2,9.245306,36731,0,0,0,0,0,0,0
2000/7/25,7900.39,9.057626,36732,0,0,0,0,0,0,0
2000/7/26,7961.54,9.12737,36733,0,0,0,0,0,0,0
2000/7/27,7956.28,9.120981,36734,0,0,0,0,0,0,0
2000/7/28,8122.11,9.310697,36735,0,0,0,0,0,0,0
2000/7/29,8143.93,9.335836,36736,0,0,0,0,0,0,0
2000/7/31,8114.92,9.302227,36738,0,0,0,0,0,0,0
2000/8/1,7984.65,9.152461,36739,0,0,0,0,0,0,0
2000/8/2,7916.85,9.074665,36740,0,0,0,0,0,0,0
2000/8/3,7844.93,8.992086,36741,0,0,0,0,0,0,0
2000/8/4,7925.2,9.083805,36742,0,0,0,0,0,0,0
2000/8/5,7841.43,8.987517,36743,0,0,0,0,0,0,0
2000/8/7,7715.99,8.843716,36745,0,0,0,0,0,0,0
2000/8/8,7797.78,8.93746,36746,0,0,0,0,0,0,0
2000/8/9,8048.14,9.224352,36747,0,0,0,0,0,0,0
2000/8/10,8024.69,9.197602,36748,0,0,0,0,0,0,0
2000/8/11,7974.65,9.140576,36749,0,0,0,0,0,0,0
2000/8/14,7848.87,8.996155,36752,0,0,0,0,0,0,0
2000/8/15,7845.69,8.992557,36753,0,0,0,0,0,0,0
2000/8/16,8003.53,9.173307,36754,0,0,0,0,0,0,0
2000/8/17,8143.25,9.33384,36755,0,0,0,0,0,0,0
2000/8/18,8176.82,9.372109,36756,0,0,0,0,0,0,0
2000/8/19,8209.07,9.40866,36757,0,0,0,0,0,0,0
2000/8/21,8257.88,9.464171,36759,0,0,0,0,0,0,0
2000/8/22,8118.05,9.304227,36760,0,0,0,0,0,0,0
2000/8/24,8098.84,9.281897,36762,0,0,0,0,0,0,0
2000/8/25,8026.32,9.198359,36763,0,0,0,0,0,0,0
2000/8/28,7845.87,8.991396,36766,0,0,0,0,0,0,0
2000/8/29,7817.49,8.959027,36767,0,0,0,0,0,0,0
2000/8/30,7543.96,8.645461,36768,0,0,0,0,0,0,0
2000/8/31,7616.98,8.729322,36769,0,0,0,0,0,0,0
2000/9/1,7420.06,8.503233,36770,0,0,0,0,0,0,0
2000/9/2,7707.59,8.833158,36771,0,0,0,0,0,0,0
2000/9/4,7803.02,8.94269,36773,0,0,0,0,0,0,0
2000/9/5,7785.62,8.923016,36774,0,0,0,0,0,0,0
2000/9/6,7610.78,8.722248,36775,0,0,0,0,0,0,0
2000/9/7,7430.93,8.516403,36776,0,0,0,0,0,0,0
2000/9/8,7367.99,8.444013,36777,0,0,0,0,0,0,0
2000/9/11,7335.2,8.406015,36780,0,0,0,0,0,0,0
2000/9/13,7391.66,8.470742,36782,0,0,0,0,0,0,0
2000/9/14,7152.29,8.19629,36783,0,0,0,0,0,0,0
2000/9/15,7155.45,8.199568,36784,0,0,0,0,0,0,0
2000/9/16,7053.29,8.082314,36785,0,0,0,0,0,0,0
2000/9/18,6910.14,7.918243,36787,0,0,0,0,0,0,0
2000/9/19,6734.9,7.71712,36788,0,0,0,0,0,0,0
2000/9/20,6880.09,7.88381,36789,0,0,0,0,0,0,0
2000/9/21,6920.9,7.930324,36790,0,0,0,0,0,0,0
2000/9/22,6612.09,7.576632,36791,0,0,0,0,0,0,0
2000/9/25,6677.46,7.65164,36794,0,0,0,0,0,0,0
2000/9/26,6749.03,7.733513,36795,0,0,0,0,0,0,0
2000/9/27,6717.04,7.697165,36796,0,0,0,0,0,0,0
2000/9/28,6564.87,7.52244,36797,0,0,0,0,0,0,0
2000/9/29,6432.36,7.370486,36798,0,0,0,0,0,0,0
2000/9/30,6185.14,7.08746,36799,0,0,0,0,0,0,0
2000/10/2,6024.07,6.903186,36801,0,0,0,0,0,0,0
2000/10/3,6143.44,7.039869,36802,0,0,0,0,0,0,0
2000/10/4,5997.92,6.873024,36803,0,0,0,0,0,0,0
2000/10/5,6029.65,6.909451,36804,0,0,0,0,0,0,0
2000/10/6,6353.67,7.280489,36805,0,0,0,0,0,0,0
2000/10/7,6352.03,7.278304,36806,0,0,0,0,0,0,0
2000/10/9,6209.42,7.114543,36808,0,0,0,0,0,0,0
2000/10/11,6040.55,6.921027,36810,0,0,0,0,0,0,0
2000/10/12,5805.01,6.651107,36811,0,0,0,0,0,0,0
2000/10/13,5876.11,6.73225,36812,0,0,0,0,0,0,0
2000/10/16,5630.95,6.451516,36815,0,0,0,0,0,0,0
2000/10/17,5702.36,6.53345,36816,0,0,0,0,0,0,0
2000/10/18,5432.23,6.223764,36817,0,0,0,0,0,0,0
2000/10/19,5081.28,5.821709,36818,0,0,0,0,0,0,0
2000/10/20,5404.78,6.192552,36819,0,0,0,0,0,0,0
2000/10/21,5599.74,6.416103,36820,0,0,0,0,0,0,0
2000/10/23,5680.95,6.509137,36822,0,0,0,0,0,0,0
2000/10/24,5918.63,6.781219,36823,0,0,0,0,0,0,0
2000/10/25,6023.78,6.901924,36824,0,0,0,0,0,0,0
2000/10/26,5941.85,6.808058,36825,0,0,0,0,0,0,0
2000/10/27,5805.17,6.651473,36826,0,0,0,0,0,0,0
2000/10/30,5659.08,6.483856,36829,0,0,0,0,0,0,0
2000/10/31,5544.18,6.352233,36830,0,0,0,0,0,0,0
2000/11/1,5425.02,6.21566,36831,0,0,0,0,0,0,0
2000/11/2,5626.08,6.446261,36832,0,0,0,0,0,0,0
2000/11/3,5796.08,6.640938,36833,0,0,0,0,0,0,0
2000/11/4,5677.3,6.504799,36834,0,0,0,0,0,0,0
2000/11/6,5657.48,6.482032,36836,0,0,0,0,0,0,0
2000/11/7,5877.77,6.734183,36837,0,0,0,0,0,0,0
2000/11/8,6067.94,6.952371,36838,0,0,0,0,0,0,0
2000/11/9,6089.55,6.9774,36839,0,0,0,0,0,0,0
2000/11/10,6088.74,6.976702,36840,0,0,0,0,0,0,0
2000/11/13,5793.52,6.638332,36843,0,0,0,0,0,0,0
2000/11/14,5772.51,6.614434,36844,0,0,0,0,0,0,0
2000/11/15,5737.02,6.574086,36845,0,0,0,0,0,0,0
2000/11/16,5454.13,6.249983,36846,0,0,0,0,0,0,0
2000/11/17,5351.36,6.132484,36847,0,0,0,0,0,0,0
2000/11/18,5167.35,5.921526,36848,0,0,0,0,0,0,0
2000/11/20,4845.21,5.552615,36850,0,0,0,0,0,0,0
2000/11/21,5103,5.848014,36851,0,0,0,0,0,0,0
2000/11/22,5130.61,5.879594,36852,0,0,0,0,0,0,0
2000/11/23,5146.92,5.898408,36853,0,0,0,0,0,0,0
2000/11/24,5419.99,6.211614,36854,0,0,0,0,0,0,0
2000/11/27,5433.78,6.227143,36857,0,0,0,0,0,0,0
2000/11/28,5362.26,6.144944,36858,0,0,0,0,0,0,0
2000/11/29,5319.46,6.095785,36859,0,0,0,0,0,0,0
2000/11/30,5256.93,6.023855,36860,0,0,0,0,0,0,0
2000/12/1,5342.06,6.121441,36861,0,0,0,0,0,0,0
2000/12/2,5277.35,6.047372,36862,0,0,0,0,0,0,0
2000/12/4,5174.02,5.928843,36864,0,0,0,0,0,0,0
2000/12/5,5199.2,5.957895,36865,0,0,0,0,0,0,0
2000/12/6,5170.62,5.925126,36866,0,0,0,0,0,0,0
2000/12/7,5212.73,5.97312,36867,0,0,0,0,0,0,0
2000/12/8,5252.83,6.019113,36868,0,0,0,0,0,0,0
2000/12/11,5284.41,6.055227,36871,0,0,0,0,0,0,0
2000/12/12,5380.09,6.164827,36872,0,0,0,0,0,0,0
2000/12/13,5384.36,6.169759,36873,0,0,0,0,0,0,0
2000/12/14,5320.16,6.096339,36874,0,0,0,0,0,0,0
2000/12/15,5224.74,5.987214,36875,0,0,0,0,0,0,0
2000/12/16,5134.1,5.883635,36876,0,0,0,0,0,0,0
2000/12/18,5055.2,5.793027,36878,0,0,0,0,0,0,0
2000/12/19,5040.25,5.775648,36879,0,0,0,0,0,0,0
2000/12/20,4947.89,5.669954,36880,0,0,0,0,0,0,0
2000/12/21,4817.22,5.520267,36881,0,0,0,0,0,0,0
2000/12/22,4811.22,5.513643,36882,0,0,0,0,0,0,0
2000/12/26,4721.36,5.410538,36886,0,0,0,0,0,0,0
2000/12/27,4614.63,5.28826,36887,0,0,0,0,0,0,0
2000/12/28,4797.14,5.497675,36888,0,0,0,0,0,0,0
2000/12/29,4743.94,5.43665,36889,0,0,0,0,0,0,0
2000/12/30,4739.09,5.431214,36890,0,0,0,0,0,0,0
2001/1/2,4935.28,5.656066,36893,0,0,0,0,0,0,0
2001/1/3,4894.79,5.609686,36894,0,0,0,0,0,0,0
2001/1/4,5136.13,5.886244,36895,0,0,0,0,0,0,0
2001/1/5,5295.53,6.068717,36896,0,0,0,0,0,0,0
2001/1/8,5188.51,5.946129,36899,0,0,0,0,0,0,0
2001/1/9,5376.12,6.161379,36900,0,0,0,0,0,0,0
2001/1/10,5436.78,6.231003,36901,0,0,0,0,0,0,0
2001/1/11,5369.24,6.153738,36902,0,0,0,0,0,0,0
2001/1/12,5339.4,6.119277,36903,0,0,0,0,0,0,0
2001/1/15,5379.66,6.165172,36906,0,0,0,0,0,0,0
2001/1/16,5662.94,6.490077,36907,0,0,0,0,0,0,0
2001/1/17,5769.95,6.612739,36908,0,0,0,0,0,0,0
2001/1/18,5847.91,6.702011,36909,0,0,0,0,0,0,0
2001/1/29,5680.06,6.509663,36920,0,0,0,0,0,0,0
2001/1/30,5792.5,6.638555,36921,0,0,0,0,0,0,0
2001/1/31,5936.2,6.803191,36922,0,0,0,0,0,0,0
2001/2/1,5897.93,6.75965,36923,0,0,0,0,0,0,0
2001/2/2,6049.26,6.933373,36924,0,0,0,0,0,0,0
2001/2/5,5932.42,6.799559,36927,0,0,0,0,0,0,0
2001/2/6,5849.06,6.703685,36928,0,0,0,0,0,0,0
2001/2/7,5693.58,6.525367,36929,0,0,0,0,0,0,0
2001/2/8,5758.6,6.599757,36930,0,0,0,0,0,0,0
2001/2/9,5809.84,6.658494,36931,0,0,0,0,0,0,0
2001/2/12,5847.07,6.701109,36934,0,0,0,0,0,0,0
2001/2/13,6027.49,6.908173,36935,0,0,0,0,0,0,0
2001/2/14,5887.68,6.747903,36936,0,0,0,0,0,0,0
2001/2/15,6104.24,6.996226,36937,0,0,0,0,0,0,0
2001/2/16,6045.67,6.929062,36938,0,0,0,0,0,0,0
2001/2/19,5937.3,6.805032,36941,0,0,0,0,0,0,0
2001/2/20,5971.29,6.843821,36942,0,0,0,0,0,0,0
2001/2/21,5949.96,6.819183,36943,0,0,0,0,0,0,0
2001/2/22,5759.04,6.600287,36944,0,0,0,0,0,0,0
2001/2/23,5726.93,6.563326,36945,0,0,0,0,0,0,0
2001/2/26,5716.02,6.550855,36948,0,0,0,0,0,0,0
2001/2/27,5674.69,6.503689,36949,0,0,0,0,0,0,0
2001/3/1,5499.86,6.303376,36951,0,0,0,0,0,0,0
2001/3/2,5499.54,6.302745,36952,0,0,0,0,0,0,0
2001/3/5,5609.74,6.4288,36955,0,0,0,0,0,0,0
2001/3/6,5635.06,6.45773,36956,0,0,0,0,0,0,0
2001/3/7,5777.13,6.620465,36957,0,0,0,0,0,0,0
2001/3/8,5711.02,6.544991,36958,0,0,0,0,0,0,0
2001/3/9,5680.43,6.509648,36959,0,0,0,0,0,0,0
2001/3/12,5582.67,6.397682,36962,0,0,0,0,0,0,0
2001/3/13,5610.4,6.429671,36963,0,0,0,0,0,0,0
2001/3/14,5658.21,6.484323,36964,0,0,0,0,0,0,0
2001/3/15,5742.74,6.580939,36965,0,0,0,0,0,0,0
2001/3/16,5783.93,6.628322,36966,0,0,0,0,0,0,0
2001/3/19,5641.89,6.465266,36969,0,0,0,0,0,0,0
2001/3/20,5642.7,6.465912,36970,0,0,0,0,0,0,0
2001/3/21,5623.42,6.443928,36971,0,0,0,0,0,0,0
2001/3/22,5730.95,6.567007,36972,0,0,0,0,0,0,0
2001/3/23,5800.55,6.646468,36973,0,0,0,0,0,0,0
2001/3/26,5896.32,6.756134,36976,0,0,0,0,0,0,0
2001/3/27,5884.33,6.742622,36977,0,0,0,0,0,0,0
2001/3/28,5819.39,6.668453,36978,0,0,0,0,0,0,0
2001/3/29,5833.88,6.685125,36979,0,0,0,0,0,0,0
2001/3/30,5797.92,6.643677,36980,0,0,0,0,0,0,0
2001/4/2,5607.73,6.425764,36983,0,0,0,0,0,0,0
2001/4/3,5446.82,6.241345,36984,0,0,0,0,0,0,0
2001/4/4,5405.85,6.194535,36985,0,0,0,0,0,0,0
2001/4/6,5515.13,6.319664,36987,0,0,0,0,0,0,0
2001/4/9,5401.83,6.190111,36990,0,0,0,0,0,0,0
2001/4/10,5353.5,6.135019,36991,0,0,0,0,0,0,0
2001/4/11,5467.75,6.265695,36992,0,0,0,0,0,0,0
2001/4/12,5533.22,6.340883,36993,0,0,0,0,0,0,0
2001/4/13,5495.47,6.297765,36994,0,0,0,0,0,0,0
2001/4/16,5432.28,6.225341,36997,0,0,0,0,0,0,0
2001/4/17,5431.95,6.224719,36998,0,0,0,0,0,0,0
2001/4/18,5508.61,6.312487,36999,0,0,0,0,0,0,0
2001/4/19,5608.5,6.426743,37000,0,0,0,0,0,0,0
2001/4/20,5596.63,6.413247,37001,0,0,0,0,0,0,0
2001/4/23,5597.7,6.41453,37004,0,0,0,0,0,0,0
2001/4/24,5589.34,6.404908,37005,0,0,0,0,0,0,0
2001/4/25,5516.2,6.321003,37006,0,0,0,0,0,0,0
2001/4/26,5518.73,6.324164,37007,0,0,0,0,0,0,0
2001/4/27,5416.67,6.207167,37008,0,0,0,0,0,0,0
2001/4/30,5381.67,6.16682,37011,0,0,0,0,0,0,0
2001/5/2,5304.24,6.078018,37013,0,0,0,0,0,0,0
2001/5/3,5405.54,6.194108,37014,0,0,0,0,0,0,0
2001/5/4,5244.05,6.008904,37015,0,0,0,0,0,0,0
2001/5/7,5229.93,5.99268,37018,0,0,0,0,0,0,0
2001/5/8,5176.71,5.931555,37019,0,0,0,0,0,0,0
2001/5/9,5232.64,5.995616,37020,0,0,0,0,0,0,0
2001/5/10,5122.17,5.869108,37021,0,0,0,0,0,0,0
2001/5/11,5232.72,5.995881,37022,0,0,0,0,0,0,0
2001/5/14,5176.45,5.931126,37025,0,0,0,0,0,0,0
2001/5/15,5158.79,5.91096,37026,0,0,0,0,0,0,0
2001/5/16,5082.02,5.822886,37027,0,0,0,0,0,0,0
2001/5/17,5143.44,5.893343,37028,0,0,0,0,0,0,0
2001/5/18,5111.67,5.856805,37029,0,0,0,0,0,0,0
2001/5/21,4958.61,5.681686,37032,0,0,0,0,0,0,0
2001/5/22,4991.48,5.719185,37033,0,0,0,0,0,0,0
2001/5/23,5209.97,5.969686,37034,0,0,0,0,0,0,0
2001/5/24,5226.79,5.988789,37035,0,0,0,0,0,0,0
2001/5/25,5170.08,5.92411,37036,0,0,0,0,0,0,0
2001/5/28,5079.72,5.820438,37039,0,0,0,0,0,0,0
2001/5/29,5095.26,5.838481,37040,0,0,0,0,0,0,0
2001/5/30,5057.07,5.794693,37041,0,0,0,0,0,0,0
2001/5/31,5048.86,5.785421,37042,0,0,0,0,0,0,0
2001/6/1,5013.96,5.745502,37043,0,0,0,0,0,0,0
2001/6/4,4985.11,5.712178,37046,0,0,0,0,0,0,0
2001/6/5,5065.06,5.803573,37047,0,0,0,0,0,0,0
2001/6/6,5220.44,5.981742,37048,0,0,0,0,0,0,0
2001/6/7,5153.35,5.904578,37049,0,0,0,0,0,0,0
2001/6/8,5226.28,5.988423,37050,0,0,0,0,0,0,0
2001/6/11,5271.3,6.039923,37053,0,0,0,0,0,0,0
2001/6/12,5266.24,6.033883,37054,0,0,0,0,0,0,0
2001/6/13,5209.71,5.969321,37055,0,0,0,0,0,0,0
2001/6/14,5119.19,5.865455,37056,0,0,0,0,0,0,0
2001/6/15,5158.63,5.910619,37057,0,0,0,0,0,0,0
2001/6/18,5070.52,5.809547,37060,0,0,0,0,0,0,0
2001/6/19,5039.98,5.77469,37061,0,0,0,0,0,0,0
2001/6/20,5029.64,5.762563,37062,0,0,0,0,0,0,0
2001/6/21,4984.88,5.711276,37063,0,0,0,0,0,0,0
2001/6/22,4904.34,5.618753,37064,0,0,0,0,0,0,0
2001/6/26,4785.12,5.482218,37068,0,0,0,1,0,0,0
2001/6/27,4825.28,5.528268,37069,0,0,0,1,0,0,0
2001/6/28,4768.55,5.463035,37070,0,0,0,1,0,0,0
2001/6/29,4883.43,5.594694,37071,0,0,0,1,0,0,0
2001/7/2,4886.86,5.59861,37074,0,0,0,1,0,0,0
2001/7/3,4843.82,5.549342,37075,0,0,0,1,0,0,0
2001/7/4,4739.16,5.429477,37076,0,0,0,1,0,0,0
2001/7/5,4709.2,5.395271,37077,0,0,0,1,0,0,0
2001/7/6,4707.01,5.392573,37078,0,0,0,1,0,0,0
2001/7/9,4657.3,5.335412,37081,0,0,0,1,0,0,0
2001/7/10,4616.71,5.288994,37082,0,0,0,1,0,0,0
2001/7/11,4548.29,5.210717,37083,0,0,0,1,0,0,0
2001/7/12,4633.54,5.308157,37084,0,0,0,1,0,0,0
2001/7/13,4485.68,5.138827,37085,0,0,0,1,0,0,0
2001/7/16,4368.69,5.004704,37088,0,0,0,1,0,0,0
2001/7/17,4371.99,5.008707,37089,0,0,0,1,0,0,0
2001/7/18,4219.89,4.834404,37090,0,0,0,1,0,0,0
2001/7/19,4190.78,4.801047,37091,0,0,0,1,0,0,0
2001/7/20,4220.33,4.835134,37092,0,0,0,1,0,0,0
2001/7/23,4151.93,4.756805,37095,0,0,0,1,0,0,0
2001/7/24,4040.77,4.629323,37096,0,0,0,1,0,0,0
2001/7/25,4136.39,4.739038,37097,0,0,0,1,0,0,0
2001/7/26,4300.41,4.927178,37098,0,0,0,1,0,0,0
2001/7/27,4320.59,4.950335,37099,0,0,0,1,0,0,0
